Time step, Pipe time, Rend time, Save time, Comp time
10, 3.2e-05, 0.265614, 0, 1.0636
10, 0.000783, 0.427732, 1e-06, 1.15298
20, 0.000992, 0.193828, 0, 0.028857
20, 0.000925, 0.196472, 0, 0.025376
30, 0.000961, 0.19464, 1e-06, 0.032426
30, 0.000948, 0.126165, 0, 0.075122
40, 0.000692, 0.128054, 0, 0.074875
40, 0.000709, 0.205188, 0, 0.004241
50, 0.000972, 0.181993, 1e-06, 0.016778
50, 0.000931, 0.191113, 1e-06, 0.01081
60, 0.000642, 0.125845, 0, 0.071801
60, 0.00094, 0.185362, 1e-06, 0.014137
70, 0.000726, 0.136134, 1e-06, 0.07118
70, 0.000705, 0.178915, 0, 0.023139
80, 0.000609, 0.134689, 0, 0.067435
80, 0.000637, 0.137213, 0, 0.059286
90, 0.00066, 0.130549, 0, 0.071365
90, 0.000719, 0.186838, 1e-06, 0.014764
100, 0.000966, 0.186281, 1e-06, 0.01575
100, 0.000729, 0.143704, 0, 0.057529
110, 0.000716, 0.198926, 0, 0.004017
110, 0.000967, 0.193909, 1e-06, 0.033181
120, 0.000981, 0.170075, 1e-06, 0.031169
120, 0.000682, 0.195584, 1e-06, 0.004011
130, 0.000965, 0.17989, 1e-06, 0.023112
130, 0.000707, 0.133122, 0, 0.100686
140, 0.000973, 0.132349, 1e-06, 0.091617
140, 0.000705, 0.202249, 0, 0.003111
150, 0.000612, 0.126318, 1e-06, 0.080643
150, 0.000988, 0.192944, 1e-06, 0.010779
160, 0.000982, 0.125028, 0, 0.082688
160, 0.00061, 0.135821, 0, 0.063253
170, 0.000611, 0.126017, 1e-06, 0.075358
170, 0.00061, 0.12347, 1e-06, 0.081219
180, 0.000662, 0.126371, 1e-06, 0.077477
180, 0.000593, 0.134428, 1.7e-05, 0.089144
190, 0.000971, 0.13068, 1e-06, 0.075953
190, 0.000974, 0.188837, 0, 0.003458
200, 0.000701, 0.13032, 1e-06, 0.065254
200, 0.000783, 0.12695, 1e-06, 0.074056
210, 0.001013, 0.127123, 0, 0.042174
210, 0.000714, 0.133506, 0, 0.017983
220, 0.000973, 0.129722, 1e-06, 0.064389
220, 0.000661, 0.127107, 0, 0.074075
230, 0.000731, 0.194923, 1e-06, 0.004038
230, 0.000948, 0.16755, 1e-06, 0.033503
240, 0.000976, 0.180928, 1e-06, 0.020114
240, 0.000594, 0.198248, 1e-06, 0.005547
250, 0.001005, 0.133999, 0, 0.061443
250, 0.000938, 0.199199, 1e-06, 0.00278
260, 0.000666, 0.135528, 1e-06, 0.039944
260, 0.000938, 0.197559, 1e-06, 0.00439
270, 0.000965, 0.197665, 0, 0.003532
270, 0.000668, 0.126496, 0, 0.064263
280, 0.001016, 0.127723, 0, 0.031973
280, 0.000639, 0.196813, 1e-06, 0.003549
290, 0.000968, 0.171531, 1e-06, 0.01693
290, 0.000949, 0.181833, 1e-06, 0.006279
300, 0.000664, 0.126379, 0, 0.07753
310, 0.000598, 0.18802, 1e-06, 0.014455
320, 0.000686, 0.126117, 1e-06, 0.053115
330, 0.000609, 0.440704, 0, 1.15674
340, 0.000953, 0.205323, 0, 0.004432
350, 0.00095, 0.19292, 1e-06, 0.010339
360, 0.000947, 0.151061, 1e-06, 0.051541
370, 0.000951, 0.137417, 1e-06, 0.0631
380, 0.00074, 0.144323, 1e-06, 0.057679
390, 0.000984, 0.191179, 0, 0.00412
400, 0.00099, 0.135845, 1e-06, 0.064226
410, 0.000945, 0.195622, 0, 0.081338
420, 0.000668, 0.123699, 1e-06, 0.073977
430, 0.000658, 0.124593, 1e-06, 0.086979
440, 0.000698, 0.126614, 1e-06, 0.083977
450, 0.000647, 0.138058, 1e-06, 0.064819
460, 0.000602, 0.131395, 1e-06, 0.059793
470, 0.000695, 0.188442, 0, 0.013341
480, 0.000631, 0.199714, 1e-06, 0.003916
490, 0.000634, 0.125383, 0, 0.076678
500, 0.000655, 0.135753, 0, 0.056583
510, 0.000957, 0.19872, 0, 0.00417
520, 0.000955, 0.196929, 1e-06, 0.003524
530, 0.000985, 0.128446, 0, 0.064211
540, 0.00098, 0.193653, 1e-06, 0.00349
550, 0.000989, 0.186894, 0, 0.005698
560, 0.000996, 0.179682, 0, 0.012619
570, 0.000957, 0.127575, 0, 0.068608
580, 0.000643, 0.130488, 1e-06, 0.072076
590, 0.000688, 0.199217, 0, 0.003853
610, 0.000957, 0.162116, 0, 0.037997
