Time step, Pipe time, Rend time, Save time, Comp time
10, 3.5e-05, 0.251234, 0, 1.09024
10, 0.000673, 0.212424, 0, 1.43877
20, 0.001716, 0.017099, 1e-06, 0.217287
20, 0.000868, 0.016914, 0, 0.20729
30, 0.000661, 0.011318, 1e-06, 0.207662
30, 0.000644, 0.010964, 0, 0.209292
40, 0.000604, 0.011627, 1e-06, 0.206121
40, 0.000628, 0.01243, 1e-06, 0.202538
50, 0.000602, 0.0109, 1e-06, 0.196894
50, 0.000574, 0.011747, 1e-06, 0.135109
60, 0.000669, 0.010867, 1e-06, 0.18752
60, 0.000525, 0.011333, 0, 0.198509
70, 0.000647, 0.011982, 1e-06, 0.189568
70, 0.000531, 0.010979, 0, 0.201593
80, 0.000546, 0.011158, 1e-06, 0.203487
80, 0.000525, 0.011219, 1e-06, 0.16261
90, 0.000545, 0.01135, 1e-06, 0.202798
90, 0.000627, 0.011452, 1e-06, 0.140152
100, 0.000592, 0.011596, 0, 0.15961
100, 0.000848, 0.017316, 0, 0.19916
110, 0.000546, 0.011052, 1e-06, 0.133469
110, 0.000527, 0.011097, 0, 0.207567
120, 0.000658, 0.011176, 1e-06, 0.145782
120, 0.000526, 0.011166, 0, 0.189292
130, 0.000547, 0.012425, 0, 0.192586
130, 0.000651, 0.011572, 1e-06, 0.145482
140, 0.000546, 0.023021, 0, 0.191746
140, 0.000525, 0.011785, 0, 0.141567
150, 0.000591, 0.011298, 0, 0.208905
150, 0.000634, 0.012053, 0, 0.204541
160, 0.00064, 0.011178, 0, 0.213189
160, 0.000633, 0.010821, 1e-06, 0.137517
170, 0.000575, 0.011296, 1e-06, 0.206447
170, 0.000529, 0.011061, 0, 0.135684
180, 0.000545, 0.011595, 1e-06, 0.20835
180, 0.001386, 0.018786, 1e-06, 0.201857
190, 0.000652, 0.010822, 1e-06, 0.211626
190, 0.000569, 0.01104, 1e-06, 0.164935
200, 0.000545, 0.011001, 0, 0.198934
200, 0.000926, 0.012703, 1e-06, 0.193811
210, 0.000648, 0.011435, 1e-06, 0.135322
210, 0.00057, 0.012587, 0, 0.151878
220, 0.000877, 0.014971, 1e-06, 0.192736
220, 0.000571, 0.011222, 1e-06, 0.205069
230, 0.000664, 0.010805, 1e-06, 0.201142
230, 0.000625, 0.012513, 1e-06, 0.195794
240, 0.000668, 0.01132, 0, 0.205691
240, 0.000567, 0.011176, 1e-06, 0.168705
250, 0.000574, 0.011188, 1e-06, 0.201413
250, 0.000635, 0.010532, 0, 0.204009
260, 0.000593, 0.011259, 1e-06, 0.168776
260, 0.000567, 0.011247, 0, 0.206773
270, 0.001855, 0.019888, 1e-06, 0.196037
270, 0.000534, 0.016337, 1e-06, 0.176477
280, 0.000591, 0.011316, 1e-06, 0.164011
280, 0.000633, 0.011435, 1e-06, 0.200903
290, 0.000656, 0.01193, 1e-06, 0.193189
290, 0.000571, 0.011538, 1e-06, 0.147431
300, 0.000594, 0.011524, 1e-06, 0.162087
310, 0.00064, 0.011314, 0, 0.216713
320, 0.00065, 0.011405, 1e-06, 0.181121
330, 0.000522, 0.226028, 0, 1.45511
340, 0.001406, 0.020449, 0, 0.212479
350, 0.00085, 0.016615, 1e-06, 0.205137
360, 0.000568, 0.011684, 0, 0.190219
370, 0.000624, 0.011598, 1e-06, 0.214378
380, 0.000578, 0.011471, 0, 0.197236
390, 0.000598, 0.011165, 1e-06, 0.176965
400, 0.000553, 0.011155, 1e-06, 0.15304
410, 0.000594, 0.011312, 1e-06, 0.205329
420, 0.000555, 0.019272, 0, 0.121614
430, 0.000877, 0.021724, 1e-06, 0.122729
440, 0.000628, 0.010792, 0, 0.169296
450, 0.000618, 0.010906, 0, 0.215681
460, 0.000665, 0.011502, 1e-06, 0.154103
470, 0.000662, 0.011232, 0, 0.200409
480, 0.000599, 0.011218, 0, 0.12631
490, 0.000592, 0.011415, 1e-06, 0.132409
500, 0.000543, 0.010822, 1e-06, 0.199935
510, 0.000548, 0.011541, 1e-06, 0.150076
520, 0.000658, 0.011949, 1e-06, 0.178804
530, 0.000543, 0.011088, 0, 0.133409
540, 0.000592, 0.01111, 0, 0.165086
550, 0.000552, 0.020877, 1e-06, 0.183958
560, 0.000586, 0.011073, 0, 0.195167
570, 0.000596, 0.011271, 0, 0.1402
580, 0.000592, 0.011404, 0, 0.132023
590, 0.000551, 0.011347, 1e-06, 0.189426
610, 0.000599, 0.011373, 1e-06, 0.205113
620, 0.000667, 0.011219, 1e-06, 0.143374
630, 0.000641, 0.011652, 0, 0.203658
640, 0.000522, 0.208721, 0, 1.4479
650, 0.000843, 0.016506, 0, 0.213956
660, 0.000541, 0.010845, 1e-06, 0.206922
670, 0.000522, 0.011036, 1e-06, 0.208327
680, 0.00062, 0.01204, 0, 0.162926
690, 0.000581, 0.011529, 0, 0.163047
700, 0.000535, 0.011206, 0, 0.144727
710, 0.000533, 0.011146, 1e-06, 0.168064
720, 0.000574, 0.011603, 0, 0.161783
730, 0.00063, 0.022724, 0, 0.203338
740, 0.000527, 0.015414, 1e-06, 0.201862
750, 0.001829, 0.013166, 1e-06, 0.197989
760, 0.000567, 0.011443, 0, 0.127466
770, 0.000531, 0.011411, 0, 0.130655
780, 0.000572, 0.011578, 1e-06, 0.190787
790, 0.000573, 0.011581, 1e-06, 0.133865
800, 0.00063, 0.011015, 1e-06, 0.131619
810, 0.000526, 0.015572, 1e-06, 0.193891
820, 0.000524, 0.010977, 1e-06, 0.173301
