Time step, Pipe time (min), Pipe time (max), Pipe time (ave), Rend time (min), Rend time (max), Rend time (ave), Save time (min), Save time (max), Save time (ave), Comp time (min), Comp time (max), Comp time (ave)
1590, 0.000679, 0.001053, 0.0008855, 0.016687, 0.196038, 0.0988972, 0, 0.015919, 0.001327, 0.004313, 0.207443, 0.0989324
1600, 0.000525, 0.001877, 0.000907417, 0.010941, 0.200228, 0.0993626, 0, 0.015328, 0.00127758, 0.004468, 0.200854, 0.105956
1610, 0.000528, 0.001055, 0.000809833, 0.011106, 0.199535, 0.0916975, 0, 0.015292, 0.00127492, 0.007189, 0.210426, 0.108227
1620, 0.000529, 0.001795, 0.000873417, 0.011335, 0.199505, 0.0873667, 0, 0.015316, 0.00127675, 0.004376, 0.208034, 0.10495
1630, 0.000554, 0.001659, 0.000790417, 0.010858, 0.169588, 0.0857308, 0, 0.01598, 0.00133217, 0.003774, 0.166018, 0.0833539
1640, 0.000555, 0.000998, 0.000746083, 0.011378, 0.197299, 0.0869704, 0, 0.01557, 0.00129783, 0.004788, 0.197214, 0.103326
1650, 0.000528, 0.001907, 0.000763667, 0.011067, 0.19517, 0.0900548, 0, 0.015502, 0.00129217, 0.007757, 0.205143, 0.10746
1660, 0.000554, 0.001062, 0.00078, 0.011558, 0.194049, 0.0736524, 0, 0.015529, 0.00129442, 0.004183, 0.199304, 0.116379
1670, 0.000521, 0.000982, 0.000666667, 0.010879, 0.138531, 0.0641972, 0, 0.015079, 0.00125708, 0.00353, 0.141152, 0.0771424
1680, 0.000523, 0.000987, 0.000731167, 0.010902, 0.183812, 0.0676488, 0, 0.015479, 0.00129042, 0.007176, 0.195353, 0.11103
1690, 0.000529, 0.001794, 0.000828917, 0.011012, 0.193499, 0.0743966, 0, 0.015183, 0.00126567, 0.004279, 0.199135, 0.108965
1700, 0.000532, 0.001043, 0.000734417, 0.0113, 0.198028, 0.0691369, 0, 0.015799, 0.00131717, 0.003634, 0.204428, 0.117266
1710, 0.000594, 0.001053, 0.000759833, 0.011908, 0.201339, 0.0706701, 0, 0.015061, 0.00125567, 0.003645, 0.203374, 0.119011
1720, 0.000551, 0.001065, 0.000810833, 0.011323, 0.192761, 0.0811694, 0, 0.01534, 0.00127892, 0.006169, 0.196784, 0.112605
1730, 0.000529, 0.001232, 0.000834083, 0.011185, 0.198044, 0.0776011, 0, 0.015125, 0.00126092, 0.004052, 0.198121, 0.11728
1740, 0.000522, 0.001064, 0.000756, 0.011002, 0.200024, 0.0747368, 0, 0.016196, 0.00135, 0.004068, 0.19707, 0.118658
1750, 0.000541, 0.001059, 0.00077025, 0.011055, 0.196681, 0.0754303, 0, 0.015157, 0.00126367, 0.004445, 0.206528, 0.116795
1760, 0.000534, 0.001031, 0.000688333, 0.011073, 0.199929, 0.0814371, 0, 0.016073, 0.00133992, 0.003748, 0.20802, 0.120221
1770, 0.000587, 0.001437, 0.000812833, 0.011982, 0.136903, 0.0649354, 0, 0.023335, 0.00194483, 0.002874, 0.138494, 0.0753266
1780, 0.000546, 0.000888, 0.000717167, 0.011901, 0.166034, 0.0700868, 0, 0.023427, 0.00195258, 0.003721, 0.181497, 0.0946562
1790, 0.00053, 0.001504, 0.00081475, 0.011391, 0.200254, 0.0768479, 0, 0.02337, 0.00194792, 0.004421, 0.211926, 0.118392
1810, 0.000593, 0.001025, 0.000800083, 0.011121, 0.200422, 0.0789473, 0, 0.015459, 0.00128892, 0.003675, 0.201932, 0.118704
1810, 0.000541, 0.001045, 0.000703583, 0.011068, 0.198196, 0.079225, 0, 0.015288, 0.00127442, 0.003493, 0.203797, 0.118367
1820, 0.000524, 0.001042, 0.000681083, 0.011098, 0.194645, 0.0754976, 0, 0.015065, 0.00125583, 0.004437, 0.20246, 0.117479
1820, 0.000525, 0.001114, 0.000737583, 0.010802, 0.19309, 0.0767569, 0, 0.015493, 0.00129167, 0.003751, 0.198095, 0.116234
1830, 0.000533, 0.001791, 0.000896417, 0.011594, 0.193801, 0.0742778, 0, 0.015008, 0.00125133, 0.003651, 0.191734, 0.112423
1830, 0.000531, 0.001072, 0.00075475, 0.010733, 0.201312, 0.0692431, 0, 0.014945, 0.00124608, 0.003752, 0.208911, 0.120377
1840, 0.000539, 0.001089, 0.000733667, 0.010962, 0.199426, 0.0803238, 0, 0.015612, 0.00130142, 0.00382, 0.205895, 0.118592
1840, 0.000521, 0.000739, 0.000596083, 0.187599, 0.555728, 0.306203, 0, 0.023806, 0.001984, 1.07019, 1.52391, 1.36756
1850, 0.000663, 0.001212, 0.000924667, 0.011331, 0.197345, 0.0911959, 0, 0.023472, 0.00195658, 0.004561, 0.224673, 0.117133
1850, 0.000557, 0.001026, 0.00088675, 0.011209, 0.196761, 0.0899064, 0, 0.022825, 0.00190233, 0.004973, 0.207447, 0.114058
1860, 0.000522, 0.001021, 0.00077425, 0.010715, 0.199069, 0.0799115, 0, 0.015148, 0.00126283, 0.004498, 0.21424, 0.119935
1860, 0.000522, 0.001078, 0.000783583, 0.011561, 0.198437, 0.0764169, 0, 0.015543, 0.00129567, 0.004196, 0.201249, 0.117487
1870, 0.000527, 0.001873, 0.000804167, 0.011041, 0.188947, 0.0716812, 0, 0.015053, 0.00125475, 0.004091, 0.182941, 0.112126
1870, 0.00052, 0.001126, 0.00077525, 0.011054, 0.195517, 0.0743799, 0, 0.016582, 0.00138233, 0.004053, 0.196272, 0.11541
1880, 0.000566, 0.001073, 0.000775, 0.01057, 0.198878, 0.0768586, 0, 0.015318, 0.00127692, 0.004102, 0.199386, 0.121076
1880, 0.000524, 0.001062, 0.000774, 0.011111, 0.198183, 0.0835237, 0, 0.015494, 0.00129133, 0.004517, 0.199507, 0.11249
1890, 0.000526, 0.001055, 0.000747083, 0.011501, 0.197678, 0.0821947, 0, 0.015254, 0.00127125, 0.004419, 0.200332, 0.119587
1890, 0.000571, 0.001594, 0.0008075, 0.011011, 0.191844, 0.0739455, 0, 0.015954, 0.00132975, 0.004444, 0.193134, 0.112895
1900, 0.000523, 0.001029, 0.00071775, 0.01092, 0.192072, 0.0725014, 0, 0.015, 0.0012505, 0.004567, 0.199363, 0.114891
1900, 0.000548, 0.001035, 0.000739583, 0.010832, 0.191862, 0.0708703, 0, 0.015479, 0.00129025, 0.004648, 0.196831, 0.112775
1910, 0.000553, 0.001053, 0.000706583, 0.010837, 0.198396, 0.06956, 0, 0.015369, 0.00128125, 0.004349, 0.204427, 0.117203
1910, 0.000535, 0.00116, 0.00069425, 0.010712, 0.198943, 0.0803115, 0, 0.015633, 0.00130317, 0.004076, 0.20281, 0.117576
1920, 0.000551, 0.001029, 0.000748917, 0.010751, 0.198473, 0.0812308, 0, 0.015542, 0.0012955, 0.004207, 0.202742, 0.116815
1920, 0.000535, 0.001102, 0.0007395, 0.011172, 0.1278, 0.061038, 0, 0.015789, 0.00131608, 0.003796, 0.134957, 0.0721327
1930, 0.00052, 0.001046, 0.000694167, 0.010939, 0.194476, 0.0663544, 0, 0.015021, 0.0012525, 0.004091, 0.181966, 0.117267
1930, 0.000522, 0.00103, 0.000720333, 0.011078, 0.196259, 0.0764673, 0, 0.015789, 0.00131592, 0.004022, 0.192172, 0.118434
1940, 0.000533, 0.001098, 0.000759167, 0.010688, 0.196433, 0.0780746, 0, 0.015827, 0.00131925, 0.004174, 0.197383, 0.117354
1940, 0.000543, 0.001057, 0.0007565, 0.011114, 0.196338, 0.0819393, 0, 0.016081, 0.0013405, 0.007791, 0.206393, 0.117058
1950, 0.00052, 0.001038, 0.000702917, 0.011254, 0.190014, 0.0787137, 0, 0.015099, 0.00125842, 0.004221, 0.196932, 0.113565
1950, 0.000533, 0.001005, 0.000747083, 0.011154, 0.19635, 0.0769753, 0, 0.015818, 0.00131875, 0.004595, 0.202138, 0.115168
1960, 0.000521, 0.001065, 0.00067425, 0.011163, 0.188623, 0.0720522, 0, 0.014768, 0.001231, 0.004472, 0.194759, 0.112285
1960, 0.000521, 0.001033, 0.000693667, 0.0109, 0.133151, 0.0616605, 0, 0.015413, 0.00128475, 0.003192, 0.129606, 0.0742682
1970, 0.00052, 0.001026, 0.0007005, 0.010869, 0.1975, 0.0742094, 0, 0.015072, 0.00125625, 0.004224, 0.201873, 0.117766
1970, 0.000537, 0.001053, 0.000798, 0.010975, 0.196189, 0.0849422, 0, 0.023977, 0.00199842, 0.004413, 0.199849, 0.11494
1980, 0.00052, 0.001004, 0.000762417, 0.010654, 0.190957, 0.0778508, 0, 0.015193, 0.00126658, 0.004308, 0.203956, 0.116252
1980, 0.000531, 0.001799, 0.000871667, 0.011032, 0.195287, 0.0820623, 0, 0.023997, 0.00200042, 0.004499, 0.197728, 0.114334
1990, 0.000521, 0.001009, 0.000766, 0.010557, 0.188703, 0.0734473, 0, 0.014897, 0.00124192, 0.004208, 0.204895, 0.113102
1990, 0.000524, 0.001026, 0.000687417, 0.010875, 0.189435, 0.0690401, 0, 0.01543, 0.00128625, 0.004162, 0.197026, 0.114228
2000, 0.000523, 0.001051, 0.00070575, 0.010818, 0.188894, 0.0737557, 0, 0.014839, 0.00123692, 0.004255, 0.197047, 0.110804
2000, 0.000528, 0.001073, 0.000763167, 0.010771, 0.194991, 0.0738108, 0, 0.015434, 0.00128633, 0.004444, 0.203574, 0.11589
2010, 0.000525, 0.001025, 0.0006805, 0.010691, 0.188788, 0.0724034, 0, 0.014806, 0.00123433, 0.004238, 0.197723, 0.113245
2010, 0.000525, 0.001078, 0.0007105, 0.011255, 0.19429, 0.0709566, 0, 0.015248, 0.00127108, 0.004125, 0.192381, 0.117926
2020, 0.000548, 0.000997, 0.00071475, 0.010813, 0.18922, 0.0639151, 0, 0.014786, 0.00123225, 0.004154, 0.19703, 0.115428
2020, 0.000522, 0.001027, 0.000660333, 0.010932, 0.198435, 0.0734463, 0, 0.015409, 0.00128458, 0.004328, 0.205824, 0.117857
2030, 0.000526, 0.001791, 0.000784583, 0.010855, 0.194465, 0.0731528, 0, 0.014792, 0.001233, 0.004118, 0.201436, 0.115821
2030, 0.000524, 0.001029, 0.00069825, 0.010804, 0.194343, 0.0732626, 0, 0.015372, 0.00128142, 0.00368, 0.19567, 0.112831
2040, 0.00052, 0.001054, 0.000692, 0.010653, 0.195126, 0.0717915, 0, 0.014896, 0.00124167, 0.004074, 0.188144, 0.1174
2040, 0.000521, 0.000991, 0.000697083, 0.010659, 0.199762, 0.0729117, 0, 0.024008, 0.002001, 0.003684, 0.209905, 0.119717
2050, 0.000522, 0.001793, 0.000816333, 0.010611, 0.189018, 0.0702527, 0, 0.014926, 0.00124425, 0.003763, 0.204495, 0.110079
2050, 0.000525, 0.001064, 0.000766583, 0.010816, 0.18859, 0.0785404, 0, 0.024029, 0.00200275, 0.004536, 0.192535, 0.109932
2060, 0.000522, 0.001794, 0.00079775, 0.010973, 0.160272, 0.0643663, 0, 0.015094, 0.00125817, 0.004177, 0.170169, 0.0956018
2060, 0.000522, 0.001029, 0.000683, 0.010593, 0.189211, 0.0671784, 0, 0.015224, 0.00126892, 0.003538, 0.192933, 0.111161
2070, 0.000522, 0.000849, 0.00064425, 0.010902, 0.122377, 0.0612476, 0, 0.015044, 0.001254, 0.003607, 0.129856, 0.0664058
2070, 0.000521, 0.001063, 0.000749417, 0.010969, 0.188752, 0.0701227, 0, 0.01529, 0.00127475, 0.004561, 0.193378, 0.113417
2080, 0.000521, 0.001054, 0.000700583, 0.010712, 0.189107, 0.055306, 0, 0.015027, 0.00125242, 0.004739, 0.194972, 0.124483
2080, 0.000523, 0.001051, 0.000745667, 0.010578, 0.189879, 0.0586321, 0, 0.015548, 0.001296, 0.003651, 0.194866, 0.124322
2090, 0.000523, 0.001054, 0.0006875, 0.010549, 0.195659, 0.0618814, 0, 0.015078, 0.00125692, 0.003607, 0.204303, 0.126855
2090, 0.000522, 0.001027, 0.00073475, 0.010693, 0.189857, 0.0601938, 0, 0.015192, 0.00126642, 0.00354, 0.196469, 0.123492
2100, 0.00052, 0.000985, 0.00064875, 0.010593, 0.189146, 0.0549304, 0, 0.014729, 0.00122775, 0.003587, 0.201445, 0.124214
2110, 0.000521, 0.000983, 0.000676583, 0.010703, 0.195066, 0.0554453, 0, 0.015241, 0.00127067, 0.00362, 0.195982, 0.127135
2110, 0.000521, 0.0017, 0.00086575, 0.010775, 0.199672, 0.0588431, 0, 0.015121, 0.0012605, 0.004591, 0.205999, 0.130203
2120, 0.000522, 0.001168, 0.0007525, 0.011146, 0.192471, 0.0621916, 0, 0.015588, 0.0012995, 0.003763, 0.197424, 0.12513
2120, 0.000564, 0.001791, 0.000823083, 0.010722, 0.195385, 0.0616256, 0, 0.015603, 0.00130075, 0.003783, 0.192153, 0.127285
2130, 0.000525, 0.001037, 0.000739667, 0.011062, 0.194128, 0.0727396, 0, 0.015667, 0.00130625, 0.003731, 0.193414, 0.125005
2130, 0.000522, 0.001075, 0.000718083, 0.010726, 0.188661, 0.0550879, 0, 0.014921, 0.00124383, 0.003614, 0.193021, 0.123495
2140, 0.000525, 0.001033, 0.000720583, 0.010618, 0.195566, 0.0560312, 0, 0.016504, 0.0013755, 0.003582, 0.200934, 0.128109
2140, 0.000523, 0.001033, 0.000691667, 0.011399, 0.133018, 0.0532598, 0, 0.015987, 0.00133275, 0.003535, 0.129688, 0.0832884
2150, 0.000519, 0.000667, 0.000581667, 0.194357, 0.545885, 0.305929, 0, 0.023746, 0.001979, 1.0595, 1.50718, 1.34578
2150, 0.000837, 0.001941, 0.00107142, 0.016675, 0.195638, 0.0772513, 0, 0.023276, 0.00194025, 0.004447, 0.218676, 0.129093
2160, 0.000836, 0.001029, 0.000897167, 0.016465, 0.196938, 0.0761698, 0, 0.024044, 0.00200408, 0.004373, 0.203289, 0.127558
2160, 0.000521, 0.001068, 0.000812833, 0.01065, 0.200532, 0.0744702, 0, 0.023283, 0.00194075, 0.004371, 0.222961, 0.132787
2170, 0.000523, 0.001027, 0.000757667, 0.010669, 0.19715, 0.0674735, 0, 0.015904, 0.00132575, 0.004375, 0.211201, 0.13067
2170, 0.000521, 0.001102, 0.000752917, 0.010863, 0.194429, 0.0672687, 0, 0.015117, 0.00126017, 0.004, 0.19336, 0.125916
2180, 0.000522, 0.001037, 0.000762417, 0.010805, 0.196544, 0.0675965, 0, 0.024053, 0.00200467, 0.004256, 0.200044, 0.12832
2180, 0.000522, 0.000992, 0.000708667, 0.010629, 0.195216, 0.0681617, 0, 0.014964, 0.0012475, 0.007817, 0.217123, 0.132059
2190, 0.000524, 0.001069, 0.000796, 0.010887, 0.196101, 0.0684324, 0, 0.016397, 0.00136658, 0.004106, 0.19612, 0.126714
2190, 0.000522, 0.001068, 0.000792167, 0.011159, 0.198991, 0.0646797, 0, 0.015088, 0.00125767, 0.004321, 0.198201, 0.130133
2200, 0.000523, 0.001055, 0.000720917, 0.010854, 0.196465, 0.0605857, 0, 0.016603, 0.00138408, 0.004456, 0.205308, 0.129542
2200, 0.00056, 0.001049, 0.000723417, 0.011146, 0.195507, 0.0626211, 0, 0.015197, 0.00126675, 0.004043, 0.187893, 0.126656
2210, 0.000523, 0.001161, 0.00074, 0.011051, 0.195996, 0.0685428, 0, 0.015722, 0.00131075, 0.004504, 0.199673, 0.127224
2210, 0.000523, 0.00105, 0.000708167, 0.010887, 0.191242, 0.0593642, 0, 0.015133, 0.00126133, 0.004119, 0.18523, 0.127103
2220, 0.000534, 0.001057, 0.000674333, 0.010875, 0.192945, 0.0567452, 0, 0.024052, 0.00200467, 0.004404, 0.18671, 0.126733
2220, 0.000522, 0.001028, 0.000708833, 0.010812, 0.197398, 0.0671283, 0, 0.015644, 0.00130408, 0.004097, 0.210675, 0.131084
2230, 0.000525, 0.001054, 0.000733583, 0.010668, 0.19203, 0.0587844, 0, 0.015503, 0.00129258, 0.00416, 0.195054, 0.125732
2230, 0.000528, 0.001067, 0.00073225, 0.010962, 0.197203, 0.0677702, 0, 0.015458, 0.00128858, 0.004194, 0.203214, 0.128153
2240, 0.000523, 0.001016, 0.000705833, 0.011063, 0.19202, 0.062448, 0, 0.015661, 0.00130542, 0.004083, 0.200567, 0.127051
2240, 0.000529, 0.001805, 0.0008185, 0.010665, 0.197288, 0.0641276, 0, 0.015538, 0.00129508, 0.004147, 0.194546, 0.126597
2250, 0.000528, 0.00104, 0.000748917, 0.011021, 0.20273, 0.0637823, 0, 0.016043, 0.0013375, 0.004517, 0.207692, 0.132269
2250, 0.000604, 0.001055, 0.000763333, 0.011185, 0.197374, 0.0674907, 0, 0.015303, 0.00127583, 0.004201, 0.203217, 0.128756
2260, 0.000522, 0.001064, 0.000744833, 0.010981, 0.197416, 0.0663873, 0, 0.015889, 0.0013245, 0.00416, 0.193644, 0.127513
2260, 0.000521, 0.001056, 0.000697083, 0.010772, 0.194744, 0.0556796, 0, 0.016407, 0.00136783, 0.004158, 0.187412, 0.128056
2270, 0.000522, 0.001038, 0.000749917, 0.010896, 0.195407, 0.0562151, 0, 0.017206, 0.00143433, 0.004409, 0.201961, 0.127567
2270, 0.000523, 0.001041, 0.0007825, 0.010978, 0.197199, 0.0576419, 0, 0.015071, 0.00125642, 0.003242, 0.188833, 0.128274
2280, 0.000519, 0.001068, 0.000767, 0.010715, 0.189897, 0.0621207, 0, 0.018549, 0.00154625, 0.004125, 0.197766, 0.123574
2280, 0.000523, 0.000996, 0.000679833, 0.011038, 0.202423, 0.0664419, 0, 0.015344, 0.00127925, 0.004264, 0.210016, 0.131784
2290, 0.000551, 0.001074, 0.00077225, 0.011246, 0.195375, 0.0616425, 0, 0.01692, 0.00141042, 0.004102, 0.202894, 0.12746
2290, 0.000562, 0.001561, 0.000836167, 0.0116, 0.196819, 0.0641472, 0, 0.015772, 0.00131475, 0.004053, 0.191351, 0.126901
2300, 0.000565, 0.001044, 0.000783917, 0.011324, 0.153834, 0.056866, 0, 0.140174, 0.0116817, 0.004269, 0.154601, 0.098953
2300, 0.000561, 0.001012, 0.000727583, 0.010972, 0.190804, 0.0603981, 0, 0.023315, 0.00194342, 0.007178, 0.29652, 0.146456
2310, 0.00056, 0.001018, 0.000747083, 0.010912, 0.195583, 0.0615728, 0, 0.016359, 0.00136358, 0.004027, 0.185638, 0.126515
2310, 0.000618, 0.00104, 0.000798583, 0.011378, 0.187863, 0.0573539, 0, 0.015787, 0.00131608, 0.003816, 0.195851, 0.122872
2320, 0.000587, 0.001049, 0.000785, 0.011429, 0.193816, 0.0577745, 0, 0.01579, 0.00131633, 0.004216, 0.19457, 0.125603
2320, 0.000522, 0.001796, 0.000843083, 0.01239, 0.195971, 0.0617357, 0, 0.015372, 0.00128133, 0.004093, 0.190357, 0.127714
2330, 0.00056, 0.000886, 0.000685167, 0.011461, 0.1958, 0.0608263, 0, 0.016677, 0.0013905, 0.004069, 0.189883, 0.126539
2330, 0.000523, 0.001005, 0.000707333, 0.011394, 0.200551, 0.057469, 0, 0.016145, 0.001346, 0.004036, 0.193851, 0.131815
2340, 0.000526, 0.001001, 0.00071475, 0.011207, 0.195021, 0.0668184, 0, 0.016032, 0.00133617, 0.007718, 0.209644, 0.129994
2340, 0.000522, 0.001811, 0.000764583, 0.011026, 0.167142, 0.0567271, 0, 0.016922, 0.0014105, 0.004136, 0.176243, 0.109172
2350, 0.000604, 0.001016, 0.000759167, 0.011581, 0.151126, 0.0570924, 0, 0.01639, 0.00136633, 0.004312, 0.159541, 0.0978815
2350, 0.000566, 0.001796, 0.000888083, 0.011763, 0.191127, 0.0599116, 0, 0.016319, 0.00136033, 0.004388, 0.189987, 0.123629
2360, 0.000524, 0.001632, 0.00075275, 0.012503, 0.195008, 0.0635203, 0, 0.016614, 0.00138508, 0.00316, 0.186908, 0.123913
2360, 0.000523, 0.001045, 0.000681333, 0.011545, 0.194703, 0.0584622, 0, 0.016028, 0.001336, 0.00435, 0.193385, 0.128527
2370, 0.000569, 0.001009, 0.000719667, 0.011209, 0.197133, 0.0610061, 0, 0.02401, 0.00200117, 0.004227, 0.18992, 0.128618
2370, 0.000563, 0.001003, 0.0007565, 0.011169, 0.192406, 0.0611102, 0, 0.015767, 0.00131442, 0.004291, 0.1858, 0.126934
2380, 0.000561, 0.001196, 0.000738583, 0.011202, 0.198118, 0.0654331, 0, 0.016936, 0.00141167, 0.004067, 0.199941, 0.129895
2380, 0.000563, 0.00104, 0.000725083, 0.011754, 0.194947, 0.0626092, 0, 0.016385, 0.00136592, 0.004313, 0.194546, 0.12737
2390, 0.000561, 0.00181, 0.00085275, 0.011467, 0.195789, 0.0750337, 0, 0.023994, 0.00199992, 0.004467, 0.205654, 0.127027
2390, 0.000564, 0.001797, 0.000800083, 0.011265, 0.19554, 0.0681985, 0, 0.01601, 0.00133433, 0.007597, 0.19453, 0.131003
2400, 0.000563, 0.001052, 0.000780333, 0.012006, 0.19813, 0.0672827, 0, 0.017531, 0.00146125, 0.003595, 0.199248, 0.126188
2410, 0.000614, 0.000993, 0.000753417, 0.010941, 0.201737, 0.0613162, 0, 0.01582, 0.00131883, 0.002956, 0.196986, 0.128956
2420, 0.000561, 0.001618, 0.000803333, 0.012495, 0.130737, 0.0541988, 0, 0.016585, 0.0013825, 0.006335, 0.139119, 0.0837202
2430, 0.000565, 0.001048, 0.00078625, 0.011688, 0.193727, 0.0626276, 0, 0.015973, 0.0013315, 0.00355, 0.198492, 0.126032
2440, 0.000524, 0.00172, 0.000776833, 0.011406, 0.194807, 0.0635461, 0, 0.024026, 0.00200267, 0.004319, 0.187524, 0.125867
2450, 0.000568, 0.001017, 0.000729583, 0.011032, 0.195003, 0.0618573, 0, 0.016245, 0.00135433, 0.003819, 0.211207, 0.128695
2460, 0.000609, 0.001037, 0.00075125, 0.011601, 0.190194, 0.060513, 0, 0.024024, 0.00200267, 0.003541, 0.198024, 0.122991
2470, 0.000522, 0.00164, 0.000736917, 0.0113, 0.139743, 0.0558895, 0, 0.016164, 0.00134742, 0.005551, 0.156642, 0.0919757
2480, 0.000565, 0.001635, 0.000933917, 0.01166, 0.176226, 0.0597613, 0, 0.016627, 0.00138592, 0.003087, 0.1734, 0.111801
2490, 0.000563, 0.000841, 0.000704333, 0.011507, 0.148977, 0.0552711, 0, 0.01666, 0.00138875, 0.003036, 0.144472, 0.0939341
2500, 0.000565, 0.00074, 0.000621, 0.199197, 0.536569, 0.310794, 0, 0.025229, 0.00210258, 1.05787, 1.44833, 1.29164
2510, 0.000837, 0.001792, 0.00105158, 0.016474, 0.198697, 0.0768774, 0, 0.023315, 0.00194342, 0.006255, 0.222056, 0.132529
2520, 0.000837, 0.001017, 0.000903667, 0.016343, 0.199829, 0.0763535, 0, 0.023338, 0.00194533, 0.004598, 0.211105, 0.130348
2530, 0.000558, 0.001014, 0.000857083, 0.012578, 0.197421, 0.0748216, 0, 0.023282, 0.00194067, 0.007244, 0.208485, 0.131551
2540, 0.000536, 0.001016, 0.000836583, 0.01177, 0.20128, 0.0722252, 0, 0.016031, 0.00133617, 0.004087, 0.204001, 0.128358
2550, 0.000623, 0.001019, 0.000889667, 0.016519, 0.207283, 0.0719157, 0, 0.023276, 0.00194008, 0.004606, 0.201911, 0.131563
2560, 0.000524, 0.00149, 0.00082375, 0.01137, 0.195929, 0.0708215, 0, 0.017542, 0.00146208, 0.00685, 0.212954, 0.130627
2570, 0.000564, 0.00139, 0.000853333, 0.011006, 0.18275, 0.0610281, 0, 0.016304, 0.00135917, 0.003279, 0.1759, 0.119839
2580, 0.000561, 0.001068, 0.000816, 0.011347, 0.188801, 0.0574958, 0, 0.015869, 0.00132283, 0.004041, 0.18113, 0.122695
2590, 0.000528, 0.000995, 0.000755917, 0.011513, 0.196734, 0.0587277, 0, 0.016076, 0.00134008, 0.00417, 0.201789, 0.128586
2600, 0.000522, 0.001001, 0.000752167, 0.011787, 0.189413, 0.0620652, 0, 0.023313, 0.00194317, 0.004093, 0.198334, 0.122935
2610, 0.000562, 0.000995, 0.00073125, 0.011017, 0.197653, 0.0763597, 0, 0.016439, 0.0013705, 0.007615, 0.218301, 0.130358
2620, 0.000518, 0.001712, 0.00084, 0.011245, 0.197307, 0.0700113, 0, 0.016596, 0.00138325, 0.004353, 0.211394, 0.129286
2630, 0.000563, 0.001034, 0.00076425, 0.011203, 0.19262, 0.0625709, 0, 0.015926, 0.00132742, 0.007599, 0.202917, 0.129272
2640, 0.000525, 0.001058, 0.0007585, 0.011449, 0.195186, 0.0634971, 0, 0.016101, 0.00134217, 0.00798, 0.197737, 0.128047
2650, 0.000525, 0.001998, 0.000867333, 0.011473, 0.189822, 0.0622043, 0, 0.023291, 0.00194125, 0.004532, 0.196702, 0.1201
2660, 0.000522, 0.001895, 0.000818583, 0.011325, 0.159924, 0.0569198, 0, 0.023329, 0.00194442, 0.003464, 0.168274, 0.102224
2670, 0.000523, 0.001018, 0.00069775, 0.011115, 0.169859, 0.0564232, 0, 0.015833, 0.00131958, 0.003727, 0.181876, 0.110094
2680, 0.000592, 0.001076, 0.00070975, 0.011011, 0.188275, 0.0566943, 0, 0.016401, 0.001367, 0.004295, 0.191716, 0.123007
2690, 0.000578, 0.00111, 0.000745167, 0.011369, 0.197808, 0.0617232, 0, 0.01631, 0.00135942, 0.004099, 0.199435, 0.12998
2710, 0.000562, 0.001151, 0.000738333, 0.011375, 0.189231, 0.0582517, 0, 0.015844, 0.00132075, 0.004153, 0.191909, 0.122545
2720, 0.000555, 0.001451, 0.000829917, 0.011121, 0.190028, 0.058412, 0, 0.015744, 0.00131225, 0.003746, 0.187511, 0.12104
2730, 0.000538, 0.001106, 0.000770917, 0.011138, 0.200722, 0.0620833, 0, 0.016911, 0.0014095, 0.006591, 0.206538, 0.132761
2740, 0.000541, 0.001638, 0.00080425, 0.011942, 0.195463, 0.0634163, 0, 0.015477, 0.00129, 0.003644, 0.204743, 0.125224
2750, 0.000565, 0.001743, 0.000777917, 0.011732, 0.195132, 0.0635657, 0, 0.016508, 0.00137608, 0.004028, 0.200349, 0.128144
2760, 0.000524, 0.001082, 0.0007465, 0.011459, 0.181993, 0.0577535, 0, 0.016383, 0.00136558, 0.003303, 0.17427, 0.117508
2770, 0.00055, 0.001168, 0.0008005, 0.011004, 0.194443, 0.0612482, 0, 0.016002, 0.00133383, 0.003715, 0.199602, 0.126865
2780, 0.000523, 0.001037, 0.000732417, 0.010919, 0.195708, 0.0631033, 0, 0.015967, 0.00133108, 0.003741, 0.205495, 0.127008
2790, 0.000615, 0.001017, 0.000756, 0.01124, 0.135307, 0.0528764, 0, 0.023335, 0.00194508, 0.003897, 0.142446, 0.0871339
2800, 0.000628, 0.001019, 0.000717917, 0.011602, 0.195563, 0.0583443, 0, 0.016869, 0.00140625, 0.004125, 0.1888, 0.128231
2810, 0.000609, 0.000773, 0.000669917, 0.180928, 0.520081, 0.293732, 0, 0.023716, 0.0019765, 1.09736, 1.49837, 1.3452
2820, 0.000836, 0.001497, 0.0009625, 0.016579, 0.197048, 0.0753424, 0, 0.023288, 0.001941, 0.004705, 0.222017, 0.131548
2830, 0.000837, 0.001026, 0.000905583, 0.016454, 0.195884, 0.0759019, 0, 0.015374, 0.00128167, 0.007737, 0.203421, 0.128745
2840, 0.000518, 0.001065, 0.000831833, 0.010613, 0.192984, 0.073866, 0, 0.015569, 0.00129792, 0.004303, 0.197406, 0.12395
2850, 0.000526, 0.001793, 0.000888833, 0.010785, 0.198848, 0.0652971, 0, 0.015126, 0.001261, 0.004553, 0.201895, 0.129247
2860, 0.000522, 0.001051, 0.000749667, 0.011034, 0.196165, 0.0669931, 0, 0.015471, 0.00128958, 0.00414, 0.198789, 0.127945
2870, 0.000529, 0.001058, 0.0007985, 0.010791, 0.201887, 0.0699665, 0, 0.015459, 0.0012885, 0.003574, 0.243403, 0.149636
